Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2013","YR2013","75.627"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2014","YR2014","75.413"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2015","YR2015","75.197"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2016","YR2016","74.98"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2017","YR2017","74.75"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2018","YR2018","74.505"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2019","YR2019","74.246"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2020","YR2020","73.974"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2021","YR2021","73.686"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2022","YR2022","73.384"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2023","YR2023","73.067"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2024","YR2024","72.735"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2025","YR2025","72.387"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2026","YR2026","72.024"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2027","YR2027","71.645"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2028","YR2028","71.25"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2029","YR2029","70.839"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2030","YR2030","70.411"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2031","YR2031","69.967"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2032","YR2032","69.506"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2033","YR2033","69.028"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2034","YR2034","68.533"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2035","YR2035","68.022"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2036","YR2036","67.493"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2037","YR2037","66.948"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2038","YR2038","66.385"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2039","YR2039","65.806"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2040","YR2040","65.212"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2041","YR2041","64.602"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2042","YR2042","63.98"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2043","YR2043","63.35"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2044","YR2044","62.716"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2045","YR2045","62.077"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2046","YR2046","61.435"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2047","YR2047","60.788"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2048","YR2048","60.137"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2049","YR2049","59.483"
Afghanistan,"AFG","Rural population (% of total population)","SP.RUR.TOTL.ZS","2050","YR2050","58.826"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1960","YR1960","85.4227476525751"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1961","YR1961","85.1748247539335"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1962","YR1962","84.9161984705091"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1963","YR1963","84.6369553617505"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1964","YR1964","84.3446166860337"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1965","YR1965","84.0440879102313"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1966","YR1966","83.7306161502529"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1967","YR1967","83.4113433900799"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1968","YR1968","83.0853507984838"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1969","YR1969","82.7486830470929"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1970","YR1970","82.429339417252"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1971","YR1971","82.1048004867228"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1972","YR1972","81.7586100599025"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1973","YR1973","81.4162606374267"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1974","YR1974","81.1011664648014"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1975","YR1975","80.7808073948408"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1976","YR1976","80.459978386691"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1977","YR1977","80.1254249214364"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1978","YR1978","79.7726958502215"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1979","YR1979","79.4340437971267"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1980","YR1980","79.0995104008324"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1981","YR1981","78.7803723283278"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1982","YR1982","78.4686820265159"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1983","YR1983","78.0965461209721"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1984","YR1984","77.6666553370737"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1985","YR1985","77.1994221852075"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1986","YR1986","76.696064430916"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1987","YR1987","76.1946613757727"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1988","YR1988","75.6932749184652"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1989","YR1989","75.1993938437156"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1990","YR1990","74.6912856085957"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1991","YR1991","74.2574344947555"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1992","YR1992","73.833705878249"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1993","YR1993","73.3927060126021"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1994","YR1994","72.9624251015053"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1995","YR1995","72.591782310681"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1996","YR1996","72.314302822505"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1997","YR1997","72.0419173183887"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1998","YR1998","71.7540791864102"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","1999","YR1999","71.4671069300954"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2000","YR2000","71.1866391717899"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2001","YR2001","70.889988827567"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2002","YR2002","70.5761096841306"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2003","YR2003","70.2651302780447"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2004","YR2004","69.9519602187373"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2005","YR2005","69.6190046607123"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2006","YR2006","69.295979976113"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2007","YR2007","69.0417549728483"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2008","YR2008","68.6372171195238"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2009","YR2009","68.2257626949404"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2010","YR2010","67.8044046528779"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2011","YR2011","67.3719311770408"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2012","YR2012","66.947257776607"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2013","YR2013","66.5034434427002"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2014","YR2014","66.0403668898769"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2015","YR2015","65.5527192382524"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2016","YR2016","65.0804556238493"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2017","YR2017","64.6037105420798"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2018","YR2018","64.1066020737819"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2019","YR2019","63.615727712185"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2020","YR2020","63.1159655182641"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2021","YR2021","62.6063674708283"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2022","YR2022","62.0909879788169"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2023","YR2023","61.5751019469744"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2024","YR2024","61.0508859336437"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2025","YR2025","60.5193437021555"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2026","YR2026","59.9828448466359"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2027","YR2027","59.4401671624341"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2028","YR2028","58.8904731378079"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2029","YR2029","58.3347078266401"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2030","YR2030","57.7740878210732"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2031","YR2031","57.2082573490788"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2032","YR2032","56.6373120387955"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2033","YR2033","56.0616298299525"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2034","YR2034","55.4824777387886"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2035","YR2035","54.9014175181355"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2036","YR2036","54.3186407662733"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2037","YR2037","53.7342298047885"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2038","YR2038","53.1494496918788"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2039","YR2039","52.5641163094273"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2040","YR2040","51.978109030123"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2041","YR2041","51.3909679717764"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2042","YR2042","50.8023106097074"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2043","YR2043","50.2132543241083"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2044","YR2044","49.6223852370157"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2045","YR2045","49.0290926420927"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2046","YR2046","48.4338665538969"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2047","YR2047","47.8375544148869"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2048","YR2048","47.2409071801611"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2049","YR2049","46.6433541344001"
Africa Eastern and Southern,"AFE","Rural population (% of total population)","SP.RUR.TOTL.ZS","2050","YR2050","46.0451670483291"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1960","YR1960","85.2899943292353"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1961","YR1961","84.9055547997218"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1962","YR1962","84.5120678406907"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1963","YR1963","84.0993180978233"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1964","YR1964","83.6686808562472"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1965","YR1965","83.2202070333832"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1966","YR1966","82.7913179906599"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1967","YR1967","82.3471960585023"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1968","YR1968","81.8891830368726"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1969","YR1969","81.4186658330419"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1970","YR1970","80.9487705326654"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1971","YR1971","80.4095682940887"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1972","YR1972","79.8546277480955"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1973","YR1973","79.2895725275786"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1974","YR1974","78.7126039183397"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1975","YR1975","78.1260349249972"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1976","YR1976","77.5238288007374"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1977","YR1977","76.9600889719862"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1978","YR1978","76.3952677661072"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1979","YR1979","75.9160814611403"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1980","YR1980","75.4315211256491"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1981","YR1981","74.8237480348383"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1982","YR1982","74.2179907017771"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1983","YR1983","73.6067773745055"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1984","YR1984","72.9654469684144"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1985","YR1985","72.2832773658722"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1986","YR1986","71.6086780728855"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1987","YR1987","70.9422261906978"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1988","YR1988","70.2868738952888"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1989","YR1989","69.6464260453111"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1990","YR1990","69.0399020540023"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1991","YR1991","68.598823093506"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1992","YR1992","68.170484253674"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1993","YR1993","67.7474388945528"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1994","YR1994","67.3382813972477"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1995","YR1995","66.9349095383262"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1996","YR1996","66.5257768964735"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1997","YR1997","66.0701391118285"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1998","YR1998","65.6028574137117"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","1999","YR1999","65.1318313507819"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2000","YR2000","64.6583017418188"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2001","YR2001","64.0489653987652"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2002","YR2002","63.4372285522891"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2003","YR2003","62.8168856079777"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2004","YR2004","62.1890477556819"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2005","YR2005","61.5516206345489"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2006","YR2006","60.9053884370212"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2007","YR2007","60.2614092900794"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2008","YR2008","59.6204905992424"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2009","YR2009","58.9766077825526"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2010","YR2010","58.3275773771074"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2011","YR2011","57.6835739007816"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2012","YR2012","57.0431624477224"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2013","YR2013","56.4120474072651"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2014","YR2014","55.7817215089537"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2015","YR2015","55.1509005083027"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2016","YR2016","54.5261497738471"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2017","YR2017","53.9058634419181"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2018","YR2018","53.2902473837783"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2019","YR2019","52.6773826423874"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2020","YR2020","52.0689790424203"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2021","YR2021","51.4680289409536"
Africa Western and Central,"AFW","Rural population (% of total population)","SP.RUR.TOTL.ZS","2022","YR2022","50.8701920131637"
